epoch,train_loss,train_affinity_loss,train_lsd_loss,val_loss,val_affinity_loss,val_lsd_loss,val_dice,val_iou,seconds
1,0.2996611740112305,0.25379350247979166,0.045867671698331836,0.1838198403517405,0.15075950076182684,0.033060342694322266,0.9341702957948049,0.8768381575743357,5206.3
2,0.20702851073145867,0.17568421751260757,0.031344293632358314,0.1469492974380652,0.1227156048019727,0.024233695740501087,0.9412617683410645,0.8894829948743185,5240.3
3,0.1626807448118925,0.13849917278587817,0.02418157233521342,0.1216165820757548,0.09860444689790408,0.023012133315205574,0.955266018708547,0.915598064661026,5208.2
4,0.13462190003097058,0.11475102112293244,0.019870878986269234,0.0760574967910846,0.06223141774535179,0.013826079045732817,0.9722728927930196,0.9462975462277731,5196.5
5,0.12271497310996056,0.10499461229890585,0.01772036096379161,0.09163449952999751,0.07615836958090465,0.015476129172990719,0.9658557077248892,0.934806098540624,5221.1
6,0.11541666586697101,0.09905573870390653,0.01636092730052769,0.06399878362814586,0.05224204249680042,0.011756740122412642,0.978496233622233,0.9579949478308359,5193.7
7,0.10970143302977085,0.09429794486016035,0.015403488229960204,0.06902533769607544,0.05770991494258245,0.011315423219154278,0.9769273201624552,0.9550807575384775,5198.3
8,0.10468814133405685,0.0901451797246933,0.014542961774766446,0.06717527968188126,0.056076246624191604,0.01109903228158752,0.9740457336107889,0.9499952693780264,5188.6
9,0.10306355175971985,0.08879958556592464,0.014263966234400868,0.061330084378520645,0.051125961355865,0.010204122867435217,0.9737640817960104,0.9494821131229401,5226.6
10,0.10026141159534455,0.08664042132943868,0.013620990508794785,0.05637965972224871,0.04803358080486456,0.008346078917384148,0.9771037399768829,0.9560028910636902,5178.0
11,0.09715735176503658,0.08399162125661969,0.013165730696357786,0.04867391722897688,0.03960546292364597,0.009068454770992199,0.9828822910785675,0.9664236009120941,5230.8
12,0.09738708860874176,0.08423253064453602,0.0131545580804348,0.06848703076442082,0.056765468791127205,0.011721560886750618,0.9760636488596598,0.9535898466904958,5184.2
13,0.09336238598078489,0.08080433925390243,0.0125580468127504,0.05806454519430796,0.04944206184397141,0.008622483427946767,0.9776344497998556,0.9565995534261068,5184.1
14,0.09329024162441492,0.08073372840434313,0.012556513381004334,0.05455267305175463,0.04579622702052196,0.008756445487961173,0.9796139895915985,0.9602643748124441,5219.6
15,0.08902850035130977,0.07698546411544084,0.012043036394193768,0.054177407175302505,0.045551820347706475,0.008625586905206243,0.9790404538313547,0.9593098262945811,5258.6
16,0.09018249666988849,0.07811183644831181,0.012070660351216794,0.06270398758351803,0.053290095180273056,0.009413892403244972,0.9749125242233276,0.9514473080635071,5246.6
17,0.08994892953038215,0.07798702563941479,0.011961904131993651,0.06516268632064263,0.05465234816074371,0.01051033839272956,0.9748753209908804,0.9521805346012115,5236.9
18,0.08696104144603015,0.07532647418677807,0.01163456743210554,0.04189263253162304,0.03495305093626181,0.006939582293853164,0.9848791261514028,0.970377653837204,5183.3
19,0.08619273763895034,0.07469792605936527,0.011494811789877712,0.06843029210964839,0.05792993896951278,0.01050035321774582,0.9738553563753763,0.9496002097924551,5231.2
20,0.08517086636424065,0.07383592654913664,0.011334939854405821,0.053845723470052086,0.04482548280308644,0.009020240434135,0.9812007149060568,0.9631554583708445,5215.2
21,0.08494788653701543,0.07360855351388454,0.011339333214424551,0.05410197811822096,0.045599364365140595,0.00850261359785994,0.9806711673736572,0.9622053802013397,5207.9
22,0.08280227444767951,0.07177103862613439,0.01103123591337353,0.0551673856874307,0.04668270858625571,0.008484678420548638,0.9778477847576141,0.9571379919846853,5202.5
23,0.08340166112482547,0.0721960324279964,0.011205628865584731,0.049404717050492764,0.04219616297632456,0.0072085552383214235,0.9785798092683157,0.9584293961524963,5234.0
24,0.0825159952417016,0.07160742171257735,0.010908573597110808,0.04576802750428518,0.039113202753166355,0.006654825139169891,0.9814403355121613,0.9640480677286783,5184.3
25,0.08062511881142854,0.06992462355345487,0.010700495460256934,0.04616894945502281,0.03875392737487952,0.007415022701025009,0.9826277494430542,0.9659721851348877,5232.5
26,0.08088611833304167,0.07017132088243962,0.010714797474816441,0.06062567109862963,0.050670591493447624,0.009955079993233085,0.9780432681242625,0.9572572310765585,5188.5
27,0.08006127890199423,0.06947759795486927,0.01058368105199188,0.051709613452355065,0.04424427325526873,0.007465340041865905,0.9796357353528341,0.9603697856267294,5195.6
